Application Date,Case Number,Address,Latitude,Longitude,CD#,Community Plan Area,Project Description,Request Type,Applicant Contact
3/17/2015,ZA-2009-4042-CUB-PA1,2139 W SUNSET BLVD 90026,34.077706,-118.264733,13,Silver Lake - Echo Park - Elysian Valley,CUB-Conditional Use Beverage-Alcohol,,()-
3/10/2015,DIR-2015-963-CWC,107 N LUCERNE BLVD 90004,34.0733109,-118.325164,4,Wilshire,PURSUANT TO LAMC 12.20.3I CONFORMING WORK ON A CONTRIBUTING STURCTURE IN THE WINDSOR SQUARE HPOZ FOR NEW SMOOTH FINISH STUCCO TO REPLACE EXISTING NON-ORIGINAL ROUGH SAND FINISH STUCCO.,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
3/16/2015,ENV-2015-1027-EAF,5273 W OLYMPIC BLVD 90036,34.0575291,-118.345361,4,Wilshire,SALE OF BEER AND WINE FOR OFF-SITE CONSUMPTION IN CONJUNCTION WITH A NEW CONVENIENCE STORE.,,EAF-ENVIRONMENTAL ASSESSMENT
3/16/2015,ZA-2015-1026-CUB-CU,5273 W OLYMPIC BLVD 90036,34.0575291,-118.345361,4,Wilshire,SALE OF BEER AND WINE FOR OFF-SITE CONSUMPTION IN CONJUNCTION WITH A NEW CONVENIENCE STORE.,,CUB-Conditional Use Beverage-Alcohol
3/12/2015,DIR-2015-987-COA,911 S VICTORIA AVE 90019,34.0565939,-118.323762,4,Wilshire,SINGLE FAMILY CONSTRUCTION AND AN ADDITION TO THE GARAGE,,COA-CERTIFICATE OF APPROPRIATENESS
3/12/2015,ENV-2015-986-CE,911 S VICTORIA AVE 90019,34.0565939,-118.323762,4,Wilshire,SINGLE FAMILY CONSTRUCTION AND AN ADDITION TO THE GARAGE,,CE-CATEGORICAL EXEMPTION
3/19/2015,ENV-2015-1086-CE,1352 E PALMETTO ST 90013,34.0402777,-118.2310695,14,Central City North,UPGRADE TO FULL LINE ALCOHOL FOR AN EXISTING RESTAURANT TO MOSTLY BAR,,CE-CATEGORICAL EXEMPTION
3/19/2015,ZA-2011-419-CUB-PA1,1352 E PALMETTO ST 90013,34.0402777,-118.2310695,14,Central City North,CUB-Conditional Use Beverage-Alcohol,,()-
3/9/2015,DIR-2015-948-CWNC,5301 E ALDAMA ST 90042,34.1135485,-118.2014277,1,Northeast Los Angeles,"PURSUANT TO LAMC 12.20.3J CONFORMING WORK ON A NON-CONTRIBUTING ELEMENT IN THE HPOZ FOR NEW ROOF MOUNTED SOLAR PANELS ON THE SOUTH FACING ROOF, FACING ALDAMA STREET. 21 SOLAR PANELS SHALL BE INSTALLED",,CWNC-CONFORMING WORK NON-CONTRIBUTING ELEMENTS
3/9/2015,DIR-2015-945-CWNC,5738 E BUCHANAN ST 90042,34.117348,-118.192732,1,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3J CONFORMING WORK ON A NON-CONTRIBUTING ELEMENT IN THE HIGHLAND PARK-GARVANZA HPOZ FOR NEW ROOF MOUNTED SOLAR PANELS. THE SOLAR PANELS SHALL BE INSTALLED ON THE SOUTH EAST ROOF,,CWNC-CONFORMING WORK NON-CONTRIBUTING ELEMENTS
3/9/2015,APCE-2015-951-ZC-DI-SPP-CCMP,5101 E ECHO ST 90042,34.1047473,-118.1996257,1,Northeast Los Angeles,24 LOT SMALL LOT SUBDIVISION.,,ZC-ZONE CHANGE
3/9/2015,ENV-2015-952-EAF,5101 E ECHO ST 90042,34.1047473,-118.1996257,1,Northeast Los Angeles,24 LOT SMALL LOT SUBDIVISION.,,EAF-ENVIRONMENTAL ASSESSMENT
3/9/2015,VTT-73320-SL,5101 E ECHO ST 90042,34.1047473,-118.1996257,1,Northeast Los Angeles,24 LOT SMALL LOT SUBDIVISION.,,SL-SMALL LOT SUBDIVISION
3/19/2015,DIR-2015-1070-DRB-SPP-MSP,2538 N CARMAN CREST DR 90068,34.1153959,-118.347966,4,Hollywood,REMODELED THREE-STORY SINGLE FAMILY RESIDENCE WITH ATTACHED FOUR-CAR GARAGE.,,DRB-DESIGN REVIEW BOARD
3/19/2015,ENV-2015-1069-CE,2538 N CARMAN CREST DR 90068,34.1153959,-118.347966,4,Hollywood,REMODELED THREE-STORY SINGLE FAMILY RESIDENCE WITH ATTACHED FOUR-CAR GARAGE.,,CE-CATEGORICAL EXEMPTION
3/12/2015,DIR-2015-1006-DRB-SPP-MSP,3696 N FREDONIA DR 90068,34.133099,-118.361889,4,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,A PROJECT PERMIT COMPLIANCE AND DESIGN REVIEW FOR THE CONSTRUCTION OF TWO RESIDENTIAL BUILDINGS WITH A MAXIMUM HEIGHT OF 35 FEET SIX INCHES AND A TOTAL OF THREE (3) DWELLINGS.,,DRB-DESIGN REVIEW BOARD
3/12/2015,ENV-2015-1007-CE,3696 N FREDONIA DR 90068,34.133099,-118.361889,4,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,A PROJECT PERMIT COMPLIANCE AND DESIGN REVIEW FOR THE CONSTRUCTION OF TWO RESIDENTIAL BUILDINGS WITH A MAXIMUM HEIGHT OF 35 FEET SIX INCHES AND A TOTAL OF THREE (3) DWELLINGS.,,CE-CATEGORICAL EXEMPTION
3/20/2015,DIR-2015-1107-CWC,1335 N OGDEN DR 90046,34.095444,-118.359582,4,Hollywood,"PURSUANT TO LAMC 12.20.3.I, CONFORMING WORK ON A CONTRIBUTING STRUCTURE IN THE SPAULDING SQUARE HPOZ FOR EXTERIOR PAINTING OF THE STRUCTURE. APPROVED EXTERIOR PAINT COLORS ARE DUNN-EDWARDS: ?VEILED SP",,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
3/11/2015,CPC-2015-984-DA,5901 W SUNSET BLVD 90028,34.098407,-118.318304,13,Hollywood,"DEVELOP NEW 17-STORY MIXED-USE PROJECT WITH 274,000SQ FT OFFICE AND 26,000 0F RETAIL.",,DA-DEVELOPMENT AGREEMENT
3/9/2015,ENV-2015-953-CE,1800 N ARGYLE AVE 90028,34.103942,-118.324806,13,Hollywood,"DEMOLITION OF EXISTING OFFICE BUILDING AND CONSTRUCTION OF NEW 15-STORY, 87-UNIT RESIDENTIAL CONDOMINIUM BUILDING WITH 212 PARKING SPACES.",,CE-CATEGORICAL EXEMPTION
3/16/2015,DIR-2015-1028-DRB-SPP,3081 N HOLLYRIDGE DR 90068,34.1125354,-118.3196806,4,Hollywood,PRELIMINARY DESIGN REVIEW FOR THE CONSTRUCTION OF A 499 SQ ADDITION.,,DRB-DESIGN REVIEW BOARD
3/16/2015,ENV-2015-1029-CE,3081 N HOLLYRIDGE DR 90068,34.1125354,-118.3196806,4,Hollywood,PRELIMINARY DESIGN REVIEW FOR THE CONSTRUCTION OF A 499 SQ ADDITION.,,CE-CATEGORICAL EXEMPTION
3/20/2015,ENV-2015-1092-CE,4910 E LA CALANDRIA DR 90032,34.0723569,-118.177786,14,Northeast Los Angeles,"CONSTRUCTION OF A NEW FIRST AND SECOND STORY ADDITION TOTALING 1,561 SF AND NEW ONE CAR GARAGE BAY",,CE-CATEGORICAL EXEMPTION
3/20/2015,ZA-2015-1091-ZAA,4910 E LA CALANDRIA DR 90032,34.0723569,-118.177786,14,Northeast Los Angeles,"CONSTRUCTION OF A NEW FIRST AND SECOND STORY ADDITION TOTALING 1,561 SF AND NEW ONE CAR GARAGE BAY",,"ZAA-AREA,HEIGHT,YARD,AND BLDG LINE ADJMNTS GT 20% (SLIGHT MODIFICATIONS)"
3/10/2015,ENV-2015-962-CE,2081 N HILLHURST AVE 90027,34.109824,-118.2878521,4,Hollywood,CONTINUED SALE OF BEER AND WINE FOR ON-SITE CONSUMPTION.,,CE-CATEGORICAL EXEMPTION
3/10/2015,ZA-2015-961-CUB,2081 N HILLHURST AVE 90027,34.109824,-118.2878521,4,Hollywood,CONTINUED SALE OF BEER AND WINE FOR ON-SITE CONSUMPTION.,,CUB-Conditional Use Beverage-Alcohol
3/18/2015,ENV-2015-1049-CE,8486 W 3RD ST 90048,34.0731213,-118.3759795,5,Wilshire,CONDITIONAL USE PERMIT FOR ON-SITE CONSUMPTION OF ALCOHOL IN CONJUNCTION WITH AN EXISTING RESTAURANT,,CE-CATEGORICAL EXEMPTION
3/18/2015,ZA-2015-1048-CUB,8486 W 3RD ST 90048,34.0731213,-118.3759795,5,Wilshire,CONDITIONAL USE PERMIT FOR ON-SITE CONSUMPTION OF ALCOHOL IN CONJUNCTION WITH AN EXISTING RESTAURANT,,CUB-Conditional Use Beverage-Alcohol
3/11/2015,DIR-2015-976-CWC,6228 W SAN VICENTE BLVD 90048,34.0602257,-118.3662767,5,Wilshire,"PURSUANT TO LAMC 12.20.3.I, CONFORMING WORK ON A CONTRIBUTING STRUCTURE IN THE CARTHAY CIRCLE HPOZ FOR THE RESTORATION AND IN-KIND REPAIR OF 14 WINDOWS",,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
3/18/2015,ENV-2015-1051-EAF,5505 N ELMER AVE 91601,34.1701606,-118.3763218,2,North Hollywood - Valley Village,REMOVE EXISTING ROOFSOF AUTO REPAIR/SERVICE SHOPS(BLDGS.''F,,EAF-ENVIRONMENTAL ASSESSMENT
3/18/2015,ZA-2015-1050-ZV-ZAA,5505 N ELMER AVE 91601,34.1701606,-118.3763218,2,North Hollywood - Valley Village,REMOVE EXISTING ROOFSOF AUTO REPAIR/SERVICE SHOPS(BLDGS.''F,,ZV-ZONE VARIANCE
3/18/2015,DIR-2015-1062-CLQ,8404 N WOODLEY PL 91343,34.223117,-118.484884,12,Mission Hills - Panorama City - North Hills,MODIFICATION TO TTM TO ALLOW 9 LOT SMALL LOT SUBDIVISION.,,CLQ-CLARIFICATION OF 'Q' CONDITIONS
3/18/2015,ENV-2015-1063-EAF,8404 N WOODLEY PL 91343,34.223117,-118.484884,12,Mission Hills - Panorama City - North Hills,MODIFICATION TO TTM TO ALLOW 9 LOT SMALL LOT SUBDIVISION.,,EAF-ENVIRONMENTAL ASSESSMENT
3/20/2015,ENV-2015-1098-EAF,9301 N TAMPA AVE 91324,34.240795,-118.5557441,12,Chatsworth - Porter Ranch,SALE OF FULL LINE OF ALCOHOLIC BEVERAGES IN CONJUNCTION WITH A NEW MARKET.,,EAF-ENVIRONMENTAL ASSESSMENT
3/20/2015,DIR-2015-1106-CWNC,1137 S BRONSON AVE 90019,34.0513806,-118.3236819,10,Wilshire,PURSUANT TO LAMC 12.20.3 J CONFORMING WORK ON A NON-CONTRIBUTING ELEMENT IN THE COUNTRY CLUB PARK HPOZ TO INSTALL PV SOLAR EQUIPMENT.,,CWNC-CONFORMING WORK NON-CONTRIBUTING ELEMENTS
3/9/2015,DIR-2015-943-COA,1027 S GRAMERCY PL 90019,34.052031,-118.313639,10,Wilshire,CERTIFICATE OF APPROPRIATENESS FOR A 2-CAR GARAGE WIHT A HEIGHT OF 13 FEET FOR A TOTAL OF 441 S.F.,,COA-CERTIFICATE OF APPROPRIATENESS
3/9/2015,ENV-2015-944-CE,1027 S GRAMERCY PL 90019,34.052031,-118.313639,10,Wilshire,CERTIFICATE OF APPROPRIATENESS FOR A 2-CAR GARAGE WIHT A HEIGHT OF 13 FEET FOR A TOTAL OF 441 S.F.,,CE-CATEGORICAL EXEMPTION
3/11/2015,ENV-2015-977-EAF,14958 W MOORPARK ST 91403,34.153559,-118.4592391,4,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,PARKING LOT OF 12 PARKING SPACES IN THE RESIDENTIAL ZONE.,,EAF-ENVIRONMENTAL ASSESSMENT
3/11/2015,ZA-2015-978-ZV,14958 W MOORPARK ST 91403,34.153559,-118.4592391,4,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,PARKING LOT OF 12 PARKING SPACES IN THE RESIDENTIAL ZONE.,,ZV-ZONE VARIANCE
3/11/2015,DIR-2015-980-SPP,14963 W VENTURA BLVD 91403,34.1526194,-118.4588884,4,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,SIGN APPROVAL,,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
3/11/2015,ENV-2015-979-CE,14963 W VENTURA BLVD 91403,34.1526194,-118.4588884,4,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,SIGN APPROVAL,,CE-CATEGORICAL EXEMPTION
3/12/2015,DIR-2015-1000-DB-SPR,609 N DILLON ST 90026,34.0787141,-118.27924,13,Silver Lake - Echo Park - Elysian Valley,"THE NEW CONSTRUCTION OF A 136 UNIT APARTMENT BUILDING WITH 12,000 SQ. FT. OF COMMERCIAL/RETAIL SPACE",,DB-DENSITY BONUS
3/12/2015,ENV-2015-1001-EAF,609 N DILLON ST 90026,34.0787141,-118.27924,13,Silver Lake - Echo Park - Elysian Valley,"THE NEW CONSTRUCTION OF A 136 UNIT APARTMENT BUILDING WITH 12,000 SQ. FT. OF COMMERCIAL/RETAIL SPACE",,EAF-ENVIRONMENTAL ASSESSMENT
3/20/2015,ENV-2015-1108-CE,2414 N LAKE VIEW AVE 90039,34.1003503,-118.2541011,13,Silver Lake - Echo Park - Elysian Valley,NURSERY SCHOOL,,CE-CATEGORICAL EXEMPTION
3/20/2015,ZA-2015-1109-CU,2414 N LAKE VIEW AVE 90039,34.1003503,-118.2541011,13,Silver Lake - Echo Park - Elysian Valley,NURSERY SCHOOL,,CU-CONDITIONAL USE
3/18/2015,DIR-2015-1060-DRB-SPP-MSP,12043 W SUMMIT CIR 90210,34.0943774,-118.4189812,2,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,PROPOSED 2-STORY SINGLE FAMILY RESIDENCE W/BASEMENT.,,DRB-DESIGN REVIEW BOARD
3/18/2015,ENV-2015-1061-CE,12043 W SUMMIT CIR 90210,34.0943774,-118.4189812,2,Sherman Oaks - Studio City - Toluca Lake - Cahuenga Pass,PROPOSED 2-STORY SINGLE FAMILY RESIDENCE W/BASEMENT.,,CE-CATEGORICAL EXEMPTION
3/17/2015,APCNV-2015-1042-ZC,11038 W ARMINTA ST 91352,34.2135205,-118.3717,6,Sun Valley - La Tuna Canyon,ZONE CHANGE FROM QRD1.5-1 AND RD2-1 TO R3-1,,ZC-ZONE CHANGE
3/17/2015,ENV-2015-1043-EAF,11038 W ARMINTA ST 91352,34.2135205,-118.3717,6,Sun Valley - La Tuna Canyon,ZONE CHANGE FROM QRD1.5-1 AND RD2-1 TO R3-1,,EAF-ENVIRONMENTAL ASSESSMENT
3/17/2015,APCNV-2015-1044-ZC,11051 W ARMINTA ST 91352,34.214376,-118.371986,6,Sun Valley - La Tuna Canyon,ZONE CHANGE FROM RD1.5-1 TO R3-1,,ZC-ZONE CHANGE
3/17/2015,ENV-2015-1045-EAF,11051 W ARMINTA ST 91352,34.214376,-118.371986,6,Sun Valley - La Tuna Canyon,ZONE CHANGE FROM RD1.5-1 TO R3-1,,EAF-ENVIRONMENTAL ASSESSMENT
3/13/2015,ENV-2015-1015-CE,9200 N GLENOAKS BLVD 91352,34.2144736,-118.3499539,6,Sun Valley - La Tuna Canyon,CE FOR A HAUL ROUTE,,CE-CATEGORICAL EXEMPTION
3/19/2015,ENV-2015-1072-CE,13265 N RALSTON AVE 91342,34.3121611,-118.4720624,7,Sylmar,PRELIMINARY PARCEL MAP,,CE-CATEGORICAL EXEMPTION
3/18/2015,DIR-2015-1059-MEL,1011 S 5TH AVE 90291,33.992947,-118.470027,11,Venice,DEMO 3 (E) DU AND CONSTRUCT 2 (N) SFDS,,MEL-MELLO ACT COMPLIANCE REVIEW
3/12/2015,DIR-2015-1003-MEL,337 S 6TH AVE 90291,33.998105,-118.471485,11,Venice,"DEMO (E) DUPLEX, CONSTRUCTION OF 2 SFDS",,MEL-MELLO ACT COMPLIANCE REVIEW
3/13/2015,ENV-2015-1017-CE,619 S 6TH AVE 90291,33.996915,-118.470359,11,Venice,DEMOLITION OF EXISTING DUPLEX AND REPLACED WITH NEW DUPLEX.,,CE-CATEGORICAL EXEMPTION
3/13/2015,ZA-2015-1016-CDP-MEL,619 S 6TH AVE 90291,33.996915,-118.470359,11,Venice,DEMOLITION OF EXISTING DUPLEX AND REPLACED WITH NEW DUPLEX.,,CDP-COASTAL DEVELOPMENT PERMIT
3/19/2015,DIR-2015-1082-VSO,1206 S CABRILLO AVE 90291,33.991018,-118.470383,11,Venice,RENOVATION TO (E) 2-STORY SFD W/ DETACHED 2-CAR GARAGE,,VSO-VENICE SIGNOFF
3/19/2015,ZA-2015-1088-CEX,1206 S CABRILLO AVE 90291,33.991018,-118.470383,11,Venice,COASTAL EXEMPTION IN SINGLE JURISDICTION ZONE,,CEX-COASTAL EXEMPTION
3/16/2015,DIR-2015-1030-VSO,2313 S CLARK AVE 90291,33.9870978,-118.4622167,11,Venice,"700SQFT, 2ND-FLOOR ADD?N TO (E) 1-STORY SFD W/ DETACHED 2-CAR GARAGE; INT REMODEL",,VSO-VENICE SIGNOFF
3/20/2015,DIR-2015-1104-VSO,817 W CRESTMOORE PL 90291,33.9913694,-118.4548792,11,Venice,17? X 8.5? STORAGE AREA W/ « BATH ADD?N TO NORTH SIDE OF (E) DETACHED 2-CAR GARAGE,,VSO-VENICE SIGNOFF
3/10/2015,DIR-2015-960-VSO,21 E DUDLEY AVE 90291,33.994514,-118.479391,11,Venice,NEW 190 SF DECK (30? IN HEIGHT) LOCATED AT THE FRONT OF THE DWELLING.,,VSO-VENICE SIGNOFF
3/18/2015,DIR-2015-1064-MEL,657 E FLOWER AVE 90291,33.999428,-118.469867,11,Venice,DEMO (E) SFD AND CONSTRUCTION OF 2 (N) SFDS,,MEL-MELLO ACT COMPLIANCE REVIEW
3/16/2015,DIR-2015-1033-VSO,113 E HURRICANE ST 90292,33.9758119,-118.4619475,11,Venice,(N) UNCOVERED ROOF DECK & OPEN STAIRWELL OVER (E) 2-STORY DUPLEX & 1 GUEST RM & ATTACHED 3-CAR GARAGE,,VSO-VENICE SIGNOFF
3/12/2015,DIR-2015-1005-MEL,668 E INDIANA AVE 90291,33.997003,-118.46723,11,Venice,"DEMO (E) SFD, CONSTRUCTION OF 2 SFDS",,MEL-MELLO ACT COMPLIANCE REVIEW
3/18/2015,DIR-2015-1057-MEL,732 E INDIANA AVE 90291,33.997797,-118.465734,11,Venice,"DEMO (E) SFD, CONSTRUCTION OF TWO NEW SFDS",,MEL-MELLO ACT COMPLIANCE REVIEW
3/20/2015,ENV-2015-1112-EAF,2715 S OCEAN FRONT WALK 90291,33.9807541,-118.4682633,11,Venice,"PROPOSED 3RD-STORY ADDITION TO AN EXISTING 2-STORY SINGLE-FAMILY RESIDENCE OVER A BASEMENT, IN THE RD1.5-1-O ZONE.",,EAF-ENVIRONMENTAL ASSESSMENT
3/20/2015,ZA-2015-1111-CDP-ZAA-SPPA-SPP,2715 S OCEAN FRONT WALK 90291,33.9807541,-118.4682633,11,Venice,"PROPOSED 3RD-STORY ADDITION TO AN EXISTING 2-STORY SINGLE-FAMILY RESIDENCE OVER A BASEMENT, IN THE RD1.5-1-O ZONE.",,CDP-COASTAL DEVELOPMENT PERMIT
3/16/2015,ZA-2015-1031-CEX,663 E ROSE AVE 90291,34.000241,-118.470523,11,Venice,REPAIR STUCCO ON EXISTING BUILDING,,CEX-COASTAL EXEMPTION
3/16/2015,DIR-2015-1032-VSO,528 E SAN JUAN AVE 90291,33.992348,-118.468083,11,Venice,INT REMODEL & 2ND-STORY ADD?N + ROOF DECK & ROOF ACCESS STRUCTURE (RAS) TO (E) 1-STORY SFD; 2ND-STORY ACCESSORY USE ADD?N OVER (E) DETACHED 1-CAR GARAGE+STORAGE; ADD « BATH & BAR TO GARAGE/STORAGE LEV,,VSO-VENICE SIGNOFF
3/20/2015,DIR-2015-1105-VSO,628 E SAN JUAN AVE 90291,33.993438,-118.466028,11,Venice,INTERIOR REMODEL & 2-STORY ADD?N TO (E) 2-STORY DUPLEX; DEMO (E) DETACHED 2-CAR GARAGE,,VSO-VENICE SIGNOFF
3/20/2015,DIR-2015-1093-VSO,3108 S STANFORD AVE 90292,33.988389,-118.447392,11,Venice,REMODEL & 1-STORY ADD?N TO (E) 1-STORY SFD,,VSO-VENICE SIGNOFF
3/20/2015,ZA-2015-1099-CEX,3108 S STANFORD AVE 90292,33.988389,-118.447392,11,Venice,COASTAL EXEMPTION IN SINGLE JURISDICTION ZONE,,CEX-COASTAL EXEMPTION
3/18/2015,DIR-2015-1068-MEL,736 E SUNSET AVE 90291,33.999144,-118.466963,11,Venice,DEMO (E) SFD AND CONSTRUCTION OF 2 (N) SFDS,,MEL-MELLO ACT COMPLIANCE REVIEW
3/19/2015,DIR-2015-1077-VSO,665 W WASHINGTON BLVD 90291,33.9857171,-118.456196,11,Venice,EXTERIOR/INTERIOR REMODEL & ADD?N TO (E) 2-STORY SFD W/ ATTACHED 2-CAR GARAGE,,VSO-VENICE SIGNOFF
3/19/2015,ZA-2015-1085-CEX,665 W WASHINGTON BLVD 90291,33.9857171,-118.456196,11,Venice,"297 S.F. ADDITION TO AN EXISTING 1,752 S.F. SINGLE FAMILY DWELLING.",,CEX-COASTAL EXEMPTION
3/13/2015,ZA-2015-1013-CEX,128 E WAVE CREST AVE 90291,33.9909782,-118.4736465,11,Venice,COASTAL EXEMPTION FOR SFD IN SINGLE JURISDICTION ZONE,,CEX-COASTAL EXEMPTION
3/18/2015,DIR-2015-1066-MEL,506 E WESTMINSTER AVE 90291,33.99274,-118.469313,11,Venice,DEMO (E) SFD AND CONSTRUCT 2 (N) SFDS,,MEL-MELLO ACT COMPLIANCE REVIEW
3/13/2015,ENV-2015-1019-CE,15 W YAWL ST 90292,33.9662327,-118.4562724,11,Venice,"CONSTRUCTION OF A (N) 3,251 SQ FT, THREE-STORY SFD ON A CURRENTLY VACANT LOT",,CE-CATEGORICAL EXEMPTION
3/13/2015,ZA-2015-1018-CDP-SPP,15 W YAWL ST 90292,33.9662327,-118.4562724,11,Venice,"CONSTRUCTION OF A (N) 3,251 SQ FT, THREE-STORY SFD ON A CURRENTLY VACANT LOT",,CDP-COASTAL DEVELOPMENT PERMIT
3/16/2015,ENV-2015-1023-CE,11209 W RICHLAND AVE 90064,34.032919,-118.433127,5,West Los Angeles,"PROPOSED HAUL ROUTE TO ALLOW THE IMPORT/EXPORT OF 3,500 CUBIC YARDS TO ACCOMMODATE THE CONSTRUCTION OF A (N) THREE-UNIT, FOUR-STORY BUILDING OVER SUBTERRANEAN GARAGE ON A LOT WITH AN AVG SLOPE OF < 10",,CE-CATEGORICAL EXEMPTION
3/10/2015,DIR-2015-967-DB,1855 S WESTWOOD BLVD 90025,34.0485379,-118.436406,5,West Los Angeles,NEW MIXED-USE PROJECT CONSISTING OF A COMMERCIAL UNIT AND 30 UNIT APARTMENT BUILDING.,,DB-DENSITY BONUS
3/10/2015,ENV-2015-968-EAF,1855 S WESTWOOD BLVD 90025,34.0485379,-118.436406,5,West Los Angeles,NEW MIXED-USE PROJECT CONSISTING OF A COMMERCIAL UNIT AND 30 UNIT APARTMENT BUILDING.,,EAF-ENVIRONMENTAL ASSESSMENT
3/10/2015,ENV-2015-972-CE,1073 S BROXTON AVE 90024,34.0610829,-118.4463236,5,Westwood,NEW FAST FOOD RESTAURANT SEEKING 10 OFF-SITE PARKING SPACES BY LEASE IN LIEU OF COVENANT.,,CE-CATEGORICAL EXEMPTION
3/10/2015,ZA-2015-971-ZV,1073 S BROXTON AVE 90024,34.0610829,-118.4463236,5,Westwood,NEW FAST FOOD RESTAURANT SEEKING 10 OFF-SITE PARKING SPACES BY LEASE IN LIEU OF COVENANT.,,ZV-ZONE VARIANCE
3/19/2015,ZA-2015-1076-ZV,10955 W WILSHIRE BLVD 90024,34.0583407,-118.4456897,5,Westwood,"DEVELOPMENT OF A 29-STORY BUILDING WWITH GROUND FLOOR COMMERCIAL TO CONSIST OF 250 APARTMENTS, OR 144 RESIDENTIAL CONDOS, OR 250 ROOM HOTEL.",,ZV-ZONE VARIANCE
3/10/2015,ENV-2015-970-CE,1112 E PACIFIC COAST HWY 90744,33.7904469,-118.2765071,15,Wilmington - Harbor City,USE OF EXISTING VACANT LOTS FOR COMMISSARY TRUCK PARKING AND WASHING,,CE-CATEGORICAL EXEMPTION
3/10/2015,ZA-2015-969-ZV,1112 E PACIFIC COAST HWY 90744,33.7904469,-118.2765071,15,Wilmington - Harbor City,USE OF EXISTING VACANT LOTS FOR COMMISSARY TRUCK PARKING AND WASHING,,ZV-ZONE VARIANCE
3/12/2015,ENV-2015-992-CE,3465 W 6TH ST 90020,34.0637327,-118.2972824,10,Wilshire,CONTINUED SALE OF A FULL LINE OF ALCOHOLIC BEVERAGES FOR ON-SITE CONSUMPTION IN AN EXIST. RESTAURANT SEATING 100 PATRONS & OPERATING FROM 11 A.M. TO 2 A.M. DAILY WITH KARAOKE ENTERTAINMENT.,,CE-CATEGORICAL EXEMPTION
3/12/2015,ZA-2015-991-CUB,3465 W 6TH ST 90020,34.0637327,-118.2972824,10,Wilshire,CONTINUED SALE OF A FULL LINE OF ALCOHOLIC BEVERAGES FOR ON-SITE CONSUMPTION IN AN EXIST. RESTAURANT SEATING 100 PATRONS & OPERATING FROM 11 A.M. TO 2 A.M. DAILY WITH KARAOKE ENTERTAINMENT.,,CUB-Conditional Use Beverage-Alcohol
3/13/2015,ENV-2015-1014-CE,3500 W 6TH ST 90005,34.063417,-118.2985898,10,Wilshire,"CONTINUED SALE OF A FULL LINE OF ALCOHOLIC BEVRAGES FOR ON-SITE CONSUMPTION IN AN EXISTING 5,102-SF RESTAURAN/KARAOKE WITH 169 SEATS AND WITH HOURS OF OPERATION FROM 11AM TO 4AM DAILY/7 DAYS A WEEK.",,CE-CATEGORICAL EXEMPTION
3/13/2015,ZA-2013-2178-CUB-PA1,3500 W 6TH ST 90005,34.063417,-118.2985898,10,Wilshire,CUB-Conditional Use Beverage-Alcohol,,()-
3/12/2015,DIR-2015-995-AC,6051 N DE SOTO AVE 91367,34.1806284,-118.591028,3,Canoga Park - Winnetka - Woodland Hills - West Hills,WC2035 PLAN - ADMIN CLEARANCE: CHANGE OF USE FROM PRIVATE SCHOOL TO LASER TAG,,AC-ADMINISTRATIVE CLEARANCE
3/9/2015,ENV-2015-937-CE,16526 W AKRON ST 90272,34.0508028,-118.5423399,11,Brentwood - Pacific Palisades,DEMOLITION OF AN EXISTING SFD AND CONSTRUCTION OF A NEW SFD.,,CE-CATEGORICAL EXEMPTION
3/9/2015,ZA-2015-936-CDP-MEL,16526 W AKRON ST 90272,34.0508028,-118.5423399,11,Brentwood - Pacific Palisades,DEMOLITION OF AN EXISTING SFD AND CONSTRUCTION OF A NEW SFD.,,CDP-COASTAL DEVELOPMENT PERMIT
3/18/2015,ENV-2015-1053-CE,1640 N OLD RANCH ROAD 90049,34.062448,-118.494965,11,Brentwood - Pacific Palisades,"ZONE VARIANCE TO PERMIT A KITCHEN IN AN ACCESSORY LIVING QUARTERS ASSOCIATED WITH THE MAIN DWELLING; AND A ZA DETERMINATION TO PERMIT IN THE FRONT YARD SETBACK A 6-FOOT TALL NEW WALL, VEHICLE & PEGATE",,CE-CATEGORICAL EXEMPTION
3/18/2015,ZA-2015-1052-ZV-ZAD,1640 N OLD RANCH ROAD 90049,34.062448,-118.494965,11,Brentwood - Pacific Palisades,"ZONE VARIANCE TO PERMIT A KITCHEN IN AN ACCESSORY LIVING QUARTERS ASSOCIATED WITH THE MAIN DWELLING; AND A ZA DETERMINATION TO PERMIT IN THE FRONT YARD SETBACK A 6-FOOT TALL NEW WALL, VEHICLE & PEGATE",,ZV-ZONE VARIANCE
